Sampling ID,Sample ID,Sample File Name,AssayRole,SampleType,Dilution,Include Sample,Class,Acquired Time,Detector,Run Order,Correction Batch
Blank 08,Blank 08,PipelineTesting_RPOS_ToF10_Blank08,Assay,ProceduralBlank,50,TRUE,Blank,17/01/18 17:37,3020,7,1
Blank 09,Blank 09,PipelineTesting_RPOS_ToF10_Blank09,Assay,ProceduralBlank,50,TRUE,Blank,17/01/18 17:52,3021,8,1
Blank 10,Blank 10,PipelineTesting_RPOS_ToF10_Blank10,Assay,ProceduralBlank,50,TRUE,Blank,17/01/18 18:07,3021,9,1
Blank 11,Blank 11,PipelineTesting_RPOS_ToF10_Blank11,Assay,ProceduralBlank,50,TRUE,Blank,18/01/18 01:55,3051,10,1
Blank 12,Blank 12,PipelineTesting_RPOS_ToF10_Blank12,Assay,ProceduralBlank,50,TRUE,Blank,18/01/18 02:10,3052,11,1
Study Pool 01,Study Pool 01,PipelineTesting_RPOS_ToF10_U1W12_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,18/01/18 17:30,3089,69,1
Study Pool 02,Study Pool 02,PipelineTesting_RPOS_ToF10_U1W24_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,18/01/18 20:31,3094,81,1
Study Pool 03,Study Pool 03,PipelineTesting_RPOS_ToF10_U1W36_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,18/01/18 23:32,3097,93,1
Study Pool 04,Study Pool 04,PipelineTesting_RPOS_ToF10_U1W48_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 02:33,3103,105,1
Study Pool 05,Study Pool 05,PipelineTesting_RPOS_ToF10_U1W60_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 05:34,3111,117,1
Study Pool 06,Study Pool 06,PipelineTesting_RPOS_ToF10_U1W72_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 08:35,3117,129,1
Study Pool 07,Study Pool 07,PipelineTesting_RPOS_ToF10_U1W84_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 14:30,3120,146,1
Study Pool 08,Study Pool 08,PipelineTesting_RPOS_ToF10_U1W96_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 17:31,3126,158,1
Study Pool 09,Study Pool 09,PipelineTesting_RPOS_ToF10_B1S1_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,18/01/18 14:44,3081,58,1
Study Pool 10,Study Pool 10,PipelineTesting_RPOS_ToF10_B1S2_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,18/01/18 14:59,3082,59,1
Study Pool 11,Study Pool 11,PipelineTesting_RPOS_ToF10_B1S3_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,18/01/18 15:14,3083,60,1
Study Pool 12,Study Pool 12,PipelineTesting_RPOS_ToF10_B1S4_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,18/01/18 15:29,3084,61,1
Study Pool 13,Study Pool 13,PipelineTesting_RPOS_ToF10_B1S5_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,18/01/18 15:44,3085,62,1
Study Pool 14,Study Pool 14,PipelineTesting_RPOS_ToF10_B1S6_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 11:57,3120,136,1
Study Pool 15,Study Pool 15,PipelineTesting_RPOS_ToF10_B1S7_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 12:14,3120,137,1
Study Pool 16,Study Pool 16,PipelineTesting_RPOS_ToF10_B1S8_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 12:29,3119,138,1
Study Pool 17,Study Pool 17,PipelineTesting_RPOS_ToF10_B1S9_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 12:45,3118,139,1
Study Pool 18,Study Pool 18,PipelineTesting_RPOS_ToF10_B1S10_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 13:00,3119,140,1
Study Pool 19,Study Pool 19,PipelineTesting_RPOS_ToF10_B1E1_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 18:37,3128,162,1
Study Pool 20,Study Pool 20,PipelineTesting_RPOS_ToF10_B1E2_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 18:47,3128,163,1
Study Pool 21,Study Pool 21,PipelineTesting_RPOS_ToF10_B1E3_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 19:02,3128,164,1
Study Pool 22,Study Pool 22,PipelineTesting_RPOS_ToF10_B1E4_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 19:17,3128,165,1
Study Pool 23,Study Pool 23,PipelineTesting_RPOS_ToF10_B1E5_SR,PrecisionReference,StudyPool,50,TRUE,Study Pool,19/01/18 19:32,3129,166,1
